FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Ma Jinping,Director,"Huaneng Power International, Inc. Xindian Power Plant",Zibo,Shandong,255400,35,"Electricity, gas, steam and air conditioning supply",179529.1,274954.4,1229
Ma Jinquan,Independent Director,"Hisense Electric Co., Ltd",Qingdao,Shandong,266555,26,"Manufacture of computer, electronic and optical products",4708271,3338943,20939
Ma Jiru,Director,Grinm Advanced Materials Co Ltd,Beijing,Beijing,100088,26,"Manufacture of computer, electronic and optical products",393278.2,505242.9,980
Ma Jun,Director,"SICHUAN DANFU COMPRESSOR CO.,LTD",Meishan,Sichuan,620461,28,Manufacture of machinery and equipment n.e.c.,93081.9,148204.2,1321
Ma Jun,Vice Chairman of the Board,Tianjin Ecnomc-technlgcl Dev Area Co Ltd,Tianjin,Tianjin,300457,46,"Wholesale trade, except of motor vehicles and motorcycles",1045907.9,3786503,941
Ma Jun,Independent Director,Beijing Mainstreets Invst. Group Corp.,Beijing,Beijing,100005,41,Construction of buildings,100419.9,302491.7,230
Ma Jun,Independent Director,"Zhejiang Founder Motor Co., Ltd.",Lishui,Zhejiang,323000,27,Manufacture of electrical equipment,101037.1,205070.7,1961
Ma Jun,Independent Director,Hangzhou Century Co Ltd,Hangzhou,Zhejiang,310011,26,"Manufacture of computer, electronic and optical products",79724.9,206253.3,1357
Ma Jun,Director,"Yinchuan Lekoufu Food Co., Ltd.",Yinchuan,Ningxia Hui Autonomous Region,750200,10,Manufacture of food products,2347.2,899.3,23
Ma Jun,Director,Xinjiang Zhundong Petroleum Tech Co Ltd,Changji,Xinjiang,831511,9,Mining support service activities,66683.8,165085.8,1098
Ma Jun,Director,"Xundian Power Supply Co., Ltd.(Xundian)",Kunming,Yunnan,655200,35,"Electricity, gas, steam and air conditioning supply",27439.8,13368.6,533
Ma Juncheng,Independent Director,ShenZhen Zero-Seven Co Ltd,Shenzhen,Guangdong,518031,55,Accommodation,32154.2,109815.7,606
Ma Kaifeng,Chairman,Wangzhuang Huasheng Group,Bengbu,Anhui,233700,10,Manufacture of food products,12474.9,10103.3,709
Ma Kunsan,Director,"Shouguang Luqing Waterproof Building Material Co., Ltd.",Weifang,Shandong,262715,20,Manufacture of chemicals and chemical products,3025.9,627.8,38
Ma Lcolm David Fuller,Chairman,"Nikko Stirling International Trading (Shanghai) Co., Ltd.",Shanghai,Shanghai,200120,46,"Wholesale trade, except of motor vehicles and motorcycles",2867.7,2274.9,30
Ma Lei,Vice Chairman of the Board,"CITIC Offshore Helicopter Co., Ltd",Shenzhen,Guangdong,518052,51,Air transport,217356.7,718385.9,1095
Ma Li,Chairman of the Board,Peoplecn Co Ltd,Beijing,Beijing,100026,63,Information service activities,257116,566967.1,2720
Ma Liang,Chairman,"Yunnan Baiduyuan Pharmaceutical Co., Ltd.",Kunming,Yunnan,650199,46,"Wholesale trade, except of motor vehicles and motorcycles",6821,2085.8,20
Ma Lifu,Independent Director,Xuzhou Kerong Environmntl Resorcs Co Ltd,Xuzhou,Jiangsu,221004,26,"Manufacture of computer, electronic and optical products",136753.8,441432.2,778
Ma Liqian,"Independent Director, Director",Baotou Dongbao Bio Tech Co Ltd,Baotou,Neimenggu,14030,20,Manufacture of chemicals and chemical products,40749.7,85567.2,434
Ma Lishan,Independent Non-Executive Director,Sunac China Holdings Ltd,Tianjin,Tianjin,300381,41,Construction of buildings,4069545,18121140,5848
Ma Liying,Independent Director,Jiangsu Chengxing Phosph-Chemicals Co.,Wuxi,Jiangsu,214432,20,Manufacture of chemicals and chemical products,421297.5,825937.9,2804
Ma Liying,Chairman,"Shaanxi Aifurul Power Technology Co., Ltd.",Xi'an,Shaanxi,710075,46,"Wholesale trade, except of motor vehicles and motorcycles",9843.7,5323.5,25
Ma Longlong,Independent Director,"Henan Lianhua Gourmet Powder Co., Ltd",Zhoukou,Henan,466200,20,Manufacture of chemicals and chemical products,325430.9,425160.5,6276
Ma Longlong,Independent Director,"NARI Technology Development Co., Ltd.",Nanjing,Jiangsu,211106,62,"Computer programming, consultancy and related activities",1445737,2386322,3207
Ma Ming,Independent Director,Sichuan Jiuzhou Electronic Co Ltd,Mianyang,Sichuan,621000,26,"Manufacture of computer, electronic and optical products",363364.9,482176.5,3821
Ma Ming,Independent Director,Hangzhou CNCR-IT Co Ltd,Hangzhou,Zhejiang,310052,26,"Manufacture of computer, electronic and optical products",37532,79272,649
Ma Mingju,Director,Shanghai Jin Jiang Intl Indu Inv Co Ltd,Shanghai,Shanghai,200002,49,Land transport and transport via pipelines,354196.4,556017.8,12251
Ma Mingya,Director,"Changchun Up Optotech Co.,Ltd.",Changchun,Jilin,130033,26,"Manufacture of computer, electronic and optical products",63091.9,155475.8,1448
Ma Peilin,Chairman of the Board,Jiangsu Youli Investment Holding Co Ltd,Chengdu,Sichuan,610016,20,Manufacture of chemicals and chemical products,326867.8,562982.4,942
Ma Peilin,Vice Chairman of the Board,Shuangliang ECo Energy Systems Co Ltd,Wuxi,Jiangsu,214444,20,Manufacture of chemicals and chemical products,1104989,1292188,3087
Ma Ping,Independent Director,"Liaoning SG Automotive Group Co., Ltd.",Dandong,Liaoning,118001,29,"Manufacture of motor vehicles, trailers and semi-trailers",658426.1,1349552,5382
Ma Ping,Independent Director,"Yonghui Superstores Co., Ltd",Fuzhou,Fujian,350002,47,"Retail trade, except of motor vehicles and motorcycles",5961297,2496456,73085
Ma Qiang,Non-Executive Director,Bank of Communications Co Ltd,Shanghai,Shanghai,200120,64,"Financial service activities, except insurance and pension funding",29963280,1010915008,90649
Ma Qicang,Independent Director,Shanxi Lu'an Environmental Energy Dev.Co,Changzhi,Shanxi,46204,5,Mining of coal and lignite,2601955,8306619,35310
Ma Qingjun,Independent Director,Beijing SL Pharmaceutical Co Ltd,Beijing,Beijing,100043,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,201749.2,535280.2,629
Ma Qingjun,Independent Director,Staidson (Beijing) Biopharmaceuticals,Beijing,Beijing,100176,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,177410.4,292215.8,720
Ma Qingyun,Director,Sichuan Road & Bridge Group Co Ltd,Chengdu,Sichuan,610041,42,Civil engineering,4378070,8414508,8649
Ma Qiulin,Chairman,BASF-YPC Company Limited,Nanjing,Jiangsu,210048,20,Manufacture of chemicals and chemical products,3714232,4202752,2000
Ma Rongzhang,Independent Director,Rising Nonferrous Metals Share Co Ltd,Guangzhou,Guangdong,510610,7,Mining of metal ores,425448.4,601100.6,2459
Ma Runjiang,Chairman,"Huizhou Hongyun Industrial Co., Ltd.",Huizhou,Guangdong,516021,23,Manufacture of other non-metallic mineral products,10530.1,6190.3,268
Ma Shanlin,Chairman,Gansu Qinfan Agricultural Production Materials Limited Liability Company,Lanzhou,Gansu,730030,46,"Wholesale trade, except of motor vehicles and motorcycles",182649.7,46810.5,40
Ma Shihao,Independent Director,"Beijing Originwater Technology Co.,Ltd.",Beijing,Beijing,102206,37,Sewerage,559848.8,1699120,1941
Ma Shimoto Kazunori,Chairman,"Hiroshima Technology (Changchun ) Automotive Parts Co., Ltd.",Changchun,Jilin,130103,29,"Manufacture of motor vehicles, trailers and semi-trailers",36227.3,11382,200
Ma Si Hang,Independent Non-Executive Director,Agricultural Bank Of China Limited,Beijing,Beijing,100005,64,"Financial service activities, except insurance and pension funding",85833904,2576218880,478778
Ma Songde,Director,Xiamen Changelight Co  Ltd,Xiamen,Fujian,361101,26,"Manufacture of computer, electronic and optical products",69205.8,343882.2,1338
Ma Su'an,Director,"Anhui Annada Titanium Industry Co., Ltd.",Tongling,Anhui,244000,20,Manufacture of chemicals and chemical products,124166.6,168647.1,721
Ma Tian,Director,"Kedong Control System (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215009,26,"Manufacture of computer, electronic and optical products",2144.3,1892.2,36
Ma Tinggui,Independent Director,Shenzhen Grandland Decoration Grp Co Ltd,Shenzhen,Guangdong,518003,82,"Office administrative, office support and other business support activities",1588731,1826788,3200
Ma Tinggui,Independent Director,Jiangsu Zhongnan Construction Gp Co Ltd,Nantong,Jiangsu,226124,41,Construction of buildings,3537175,13592240,7169
Ma Tingting,Chairman of the Board,Xi'an Hongsheng Tchnlgy Co Ltd,Xi'an,Shaanxi,710061,77,Rental and leasing activities,5035.2,79680.6,25
Ma Wanjun,Director,China National Accord Medicines Corp Ltd,Shenzhen,Guangdong,518029,46,"Wholesale trade, except of motor vehicles and motorcycles",3888138,2068978,4594
Ma Wanjun,Director,China National Medicines Corporation Ltd,Beijing,Beijing,100077,46,"Wholesale trade, except of motor vehicles and motorcycles",1872842,893113.3,1566
Ma Wanjun,Chairman,"Sinopharm Group Fujian Co., Ltd.",Xiamen,Fujian,361004,46,"Wholesale trade, except of motor vehicles and motorcycles",150661.8,126890.4,400
Ma Wei,Director,Shenzhen Jiawei Photovoltaic Lighting,Shenzhen,Guangdong,518117,27,Manufacture of electrical equipment,110397.6,223282.4,2246
Ma Wei,Director,Shenzhen Topband Co Ltd,Shenzhen,Guangdong,518108,26,"Manufacture of computer, electronic and optical products",181053,158627.1,3193
Ma Weiguo,Director,"Liao Ning Oxiranchem, Inc.",Liaoyang,Liaoning,111003,20,Manufacture of chemicals and chemical products,467968.5,837933.9,1297
Ma Weihua,Independent Director,Guotai Junan Securities Co Ltd,Shanghai,Shanghai,200120,66,Activities auxiliary to financial service and insurance activities,3141273,51495248,8290
Ma Weihua,Non-Executive Independent Director,Legend Holdings Corp,Beijing,Beijing,100190,26,"Manufacture of computer, electronic and optical products",47016352,46608500,76000
Ma Weilin,Director,"Qingdao Huawei Wind Power Electricity Co.,Ltd.",Qingdao,Shandong,266207,35,"Electricity, gas, steam and air conditioning supply",2076.3,11593.9,5
Ma Weizhao,"Chairman, Legal Representative","Ningbo Chia Tai Cereal & Oil Industrial Co., Ltd.",Ningbo,Zhejiang,315800,10,Manufacture of food products,69658,192150.6,158
Ma Wing Yun,Independent Director,Celestial NutriFoods Limited,Beijing,Beijing,100025,10,Manufacture of food products,243826.4,561493.3,661
Ma Xian Shao,Director,Dongguan Souyute Fashion Co Ltd,Dongguan,Guangdong,523170,47,"Retail trade, except of motor vehicles and motorcycles",211953.3,475505,1778
Ma Xiangdong,Director,China Guangfa Bank Co Ltd,Guangzhou,Guangdong,510080,64,"Financial service activities, except insurance and pension funding",7693750,265788992,15939
Ma Xiaofeng,Chairman of the Board,ATA Inc.(ADR),Beijing,Beijing,100022,85,Education,56525.2,73302.6,443
Ma Xiaohong,Director,Zhongli Science and Technology Gp Co Ltd,Suzhou,Jiangsu,215542,27,Manufacture of electrical equipment,1500772,2760191,5427
Ma Xiaohui,Independent Director,Xi'an Tourism Co Ltd,Xi'an,Shaanxi,710061,79,"Travel agency, tour operator, reservation service and related activities",113435.2,92993.2,3422
Ma Xiaopeng,Non-Executive Director,Dynagreen Environmental Prtctn Gp Co Ltd,Zhanjiang,Guangdong,518057,38,"Waste collection, treatment and disposal activities; materials recovery",199048,719640.5,897
Ma Xiaoyi,Director,iDreamSky Technology Ltd (ADR),Shenzhen,Guangdong,518057,58,Publishing activities,159742.4,250037.3,756
Ma Xingya,Director,Shandong Hongda Mining Co Ltd,Zibo,Shandong,255419,7,Mining of metal ores,112442.7,357089,1017
Ma Xinqiang,Director,Huagong Tech Company Limited,Wuhan,Hubei,430223,27,Manufacture of electrical equipment,381979.5,756528.1,5223
Ma Xinsheng,Chairman of the Board,Shanghai Bailian Group Inc Company,Shanghai,Shanghai,200001,47,"Retail trade, except of motor vehicles and motorcycles",8304697.5,7102002,48481
Ma Xinsheng,Chairman,Shanghai Carhua Supermarket Limited,Shanghai,Shanghai,200333,47,"Retail trade, except of motor vehicles and motorcycles",1132026,415049.1,960
Ma Xin-Sheng,Director,Shanghai Pudong Development Bank Co. Ltd,Shanghai,Shanghai,200002,64,"Financial service activities, except insurance and pension funding",20225210,676694400,44794
Ma Xinzhi,Independent Director,Xinjiang Dushanzi TianLi High & New Tech,Kelamayi,Xinjiang,833699,20,Manufacture of chemicals and chemical products,426303.5,634428.6,3606
Ma Xiteng,Director,Shenzhen Topband Co Ltd,Shenzhen,Guangdong,518108,26,"Manufacture of computer, electronic and optical products",181053,158627.1,3193
Ma Xiuhui,Chairman,"Suzhou Opple Lighting Co., Ltd.",Suzhou,Jiangsu,215000,27,Manufacture of electrical equipment,131634.6,132146.3,1800
Ma Y. Q.,Independent Director,Viewtran Group Inc,Shenzhen,Guangdong,518057,72,Scientific research and development,86758.1,251080.7,58
Ma Yanhui,Director,Ambow Education Holding Ltd (ADR),Beijing,Beijing,100088,85,Education,66873.3,242828.6,5991
Ma Yeqing,Director,"Wujiang Fengchang Electronic Co., Ltd.",Suzhou,Jiangsu,215211,26,"Manufacture of computer, electronic and optical products",3227.7,4891.5,281
Ma Yi Xiang,Chairman,Hebei Hengxiang Pharmaceutical Group Limited,Xingtai,Hebei,54000,46,"Wholesale trade, except of motor vehicles and motorcycles",87558,107658.9,120
Ma Yihua,Chairman,"Shanghai Mochuangsi International Trade Co., Ltd.",Shanghai,Shanghai,200433,46,"Wholesale trade, except of motor vehicles and motorcycles",1486.8,1219,5
Ma Yilin,Director,"Jiangsu Lianyungang Port Co., Ltd.",Lianyungang,Jiangsu,222042,52,Warehousing and support activities for transportation,248239.3,1045927,4550
Ma Yong,Independent Director,Chang Jiang Shipping Group Phoenix Co.,Wuhan,Hubei,430021,50,Water transport,159372.7,82898.4,913
Ma Yong,Director,Wenfeng Great World Chain Develpmnt Corp,Nantong,Jiangsu,226007,47,"Retail trade, except of motor vehicles and motorcycles",1265270,1098791,5601
Ma Yonghua,Director,Shanghai Kangda New Materials Co Ltd,Shanghai,Shanghai,201201,20,Manufacture of chemicals and chemical products,85570.6,125084.6,381
Ma Yongjian,Chairman of the Board,"Shanghai Maling Aquarius Co., Ltd",Shanghai,Shanghai,201206,1,"Crop and animal production, hunting and related service activities",1719043,1062269,7993
Ma Yongqiang,Non-Executive Independent Director,Harbin Bank Co Ltd,Haerbin,Heilongjiang,150010,64,"Financial service activities, except insurance and pension funding",1704819,55420540,7201
Ma Yongqiang,Independent Director,Sichuan Zhonggng Lightg Prtcn Tech CoLtd,Chengdu,Sichuan,611731,27,Manufacture of electrical equipment,74101.2,75426,433
Ma Yongqiang,Independent Director,Chengdu Santai Holding Group Co Ltd,Chengdu,Sichuan,610091,26,"Manufacture of computer, electronic and optical products",203927.1,461071.1,9081
Ma Yongqiang,Independent Director,"Sichuan Guangan AAA Public Co., Ltd.",Guang'an,Sichuan,638000,35,"Electricity, gas, steam and air conditioning supply",245609.3,988945.3,1943
Ma Yongyi,Independent Director,"Cachet Pharmaceutical Co., Ltd",Beijing,Beijing,100195,46,"Wholesale trade, except of motor vehicles and motorcycles",904441.7,733359.1,1453
Ma Yongyi,Independent Director,Glodon Software Company Limited.,Beijing,Beijing,100193,58,Publishing activities,285653.4,513750.4,4342
Ma Yongyi,Independent Director,"SANAN OPTOELECTRONICS CO.,LTD",Xiamen,Fujian,361009,26,"Manufacture of computer, electronic and optical products",743346.6,2744344,6740
Ma Yuanju,Independent Director,Tibet Cheezheng Tibetan Med Co Ltd,Linzhi,Xizang,860000,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,154216,288985.2,1631
Ma Yuanju,Independent Non-Executive Director,Sound Global Ltd,Beijing,Beijing,101102,36,"Water collection, treatment and supply",510466.4,1451134,1846
Ma Yuanxing,Independent Director,Wuxi Commercial Mansion Grand Orient Co,Wuxi,Jiangsu,214001,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,1388387,736796.7,3902
Ma Yuchuan,Non-Executive Director,Hua Hong Semiconductor Ltd,Shanghai,Shanghai,201203,26,"Manufacture of computer, electronic and optical products",664586,1990069,3700
Ma Yuchuan,Director,"Shanghai Belling Co., Ltd.",Shanghai,Shanghai,200233,26,"Manufacture of computer, electronic and optical products",75947.4,299282.3,339
Ma Yuling,Chairman of the Board,"Fresenius Medical Care (Jiangsu) Co., Ltd.",Suzhou,Jiangsu,215533,32,Other manufacturing,25396.3,71744.3,500
Ma Yunhui,Independent Director,"GD Shenglu Telecommunic. Tech. Co., Ltd.",Foshan,Guangdong,528100,26,"Manufacture of computer, electronic and optical products",85372.3,244988.8,1416
Ma Yunkun,Non-Executive Director,"Zhuzhou CSR Times Electric Co., Ltd.",Zhuzhou,Hunan,412001,27,Manufacture of electrical equipment,2057532,2729551,6683
Ma Yupu,Director,Lepu Medical Technology (Beijing) Co Ltd,Beijing,Beijing,102200,46,"Wholesale trade, except of motor vehicles and motorcycles",270844.1,617669.4,2483
Ma Zehua,Chairman,"Shenzhen Ocean Shipping Co., Ltd.",Shenzhen,Guangdong,518033,50,Water transport,280155.6,544930.9,1100
Ma Zhankun,Independent Director,"CNFC Overseas Fishery Co., Ltd",Beijing,Beijing,100032,3,Fishing and aquaculture,61477.7,149829.6,919
Ma Zhao yang,Non-Executive Director,West China Cement Limited,Xi'an,Shaanxi,710075,23,Manufacture of other non-metallic mineral products,630330.1,1736603,5127
Ma Zhaohui,Director,Qinghai Salt Lake Potash Company Limited,Haixi,Qinghai,816000,8,Other mining and quarrying,1700142,10950410,18359
Ma Zhaoxiang,Director,"Tianjin Guangyu Development Co., Ltd",Tianjin,Tianjin,300381,41,Construction of buildings,208279.9,776419.8,137
Ma Zhen,Independent Director,Shandong Yanggu Huatai Chemical Co  Ltd,Liaocheng,Shandong,252300,20,Manufacture of chemicals and chemical products,120982.4,196445.6,1217
Ma Zheng,Non-Executive Director,"Beijing Capital International Airport Co.,  Ltd.",Beijing,Beijing,100621,52,Warehousing and support activities for transportation,1226543,5146465,1646
Ma Zhengang,Chairman of the Board,"Anyo Pioneer Motor Information Technology Co., Ltd.",Shanghai,Shanghai,200436,29,"Manufacture of motor vehicles, trailers and semi-trailers",19671.9,20128,60
Ma Zhengang,Chairman,"Yanfeng Kss (Shanghai) Automotive Safety Systems Co., Ltd.",Shanghai,Shanghai,201315,29,"Manufacture of motor vehicles, trailers and semi-trailers",265621.5,156571.3,1000
Ma Zhen'gang,Chairman,"Shanghai Yanfeng Johnson Controls Seating Co., Ltd.",Shanghai,Shanghai,201315,29,"Manufacture of motor vehicles, trailers and semi-trailers",1432966,3152054,4000
Ma Zhengguo,Director,Beibuwan Port Co Ltd,Nanning,Guangxi,530021,52,Warehousing and support activities for transportation,687845.1,1386370,2466
Ma Zhenghai,Director,"Yunnan Yimen Yisheng Green Foodstuff Co., Ltd.",Yuxi,Yunnan,651107,10,Manufacture of food products,1357,2969.6,45
Ma Zhicheng,Non-Executive Director,Shanghai Fudan Microelectronics Company,Shanghai,Shanghai,200433,26,"Manufacture of computer, electronic and optical products",136979.4,205860.3,951
Ma Zhigeng,Non-Executive Independent Director,Dongfeng Motor Group Co. Ltd,Wuhan,Hubei,430056,29,"Manufacture of motor vehicles, trailers and semi-trailers",13140020,23703440,122159
Ma Zhiguo,Independent Director,XiAn Tian He Defense Technology Co Ltd,Xi'an,Shaanxi,710065,26,"Manufacture of computer, electronic and optical products",36198.3,242492.9,516
Ma Zhihui,Independent Director,"Shanghai Tongda Venture Capital Co.,Ltd.",Shanghai,Shanghai,200120,41,Construction of buildings,20803.6,85743.2,74
Ma Zhipeng,Director,Lintan County Electric Power Company,Gannan Tibetan Autonomous Prefecture,Gansu,747500,35,"Electricity, gas, steam and air conditioning supply",2148.9,2293.7,273
Ma Zhiqiang,Independent Director,"SDIC Zhonglu Fruit Juice Co., Ltd.",Beijing,Beijing,100037,10,Manufacture of food products,142448.2,360946.6,1939
Ma Zhixiang,Non-Executive Independent Director,ENN Energy Holdings Ltd,Langfang,Hebei,65001,35,"Electricity, gas, steam and air conditioning supply",4721245,6940436,28040
Ma Zhixin,Director,"Dongfeng Automobile Co., Ltd",Wuhan,Hubei,430056,29,"Manufacture of motor vehicles, trailers and semi-trailers",2835839,3135050,10560
Ma Zhong,Director,"Guizhou Huadian Qingzhen Power Generation Co., Ltd.",Guiyang,Guizhou,551418,35,"Electricity, gas, steam and air conditioning supply",97326.8,45384.9,1173
Ma Zhonglin,Director,"Jiangsu Richu Chemical Industry Co., Ltd.(Jiangyan Orient Special Chemical Industry Co., Ltd.)",Taizhou,Jiangsu,225505,20,Manufacture of chemicals and chemical products,74515.9,48275.3,476
Ma Zhongzhi,Board Member,China National Building Material Company Limited,Beijing,Beijing,100037,23,Manufacture of other non-metallic mineral products,10957610,22731690,67972
Ma Zhongzhi,Independent Director,Baoding Tianwei Baobian Electric Co.,Baoding,Hebei,71056,27,Manufacture of electrical equipment,632222.4,1381960,3504
Ma Zhongzhi,Independent Director,"China Spacesat Co., Ltd.",Beijing,Beijing,100081,26,"Manufacture of computer, electronic and optical products",757052.2,1415418,4071
Ma Zhuotan,Independent Director,Dongguan Souyute Fashion Co Ltd,Dongguan,Guangdong,523170,47,"Retail trade, except of motor vehicles and motorcycles",211953.3,475505,1778
Ma Zonglin,Vice Chairman of the Board,Power Construction Corp of China Ltd,Beijing,Beijing,100048,42,Civil engineering,27121340,46246468,120451
Machura Michael Bernard,Chairman,"Shanghai Phoenix Communication Technology Co., Ltd.",Shanghai,Shanghai,201702,26,"Manufacture of computer, electronic and optical products",10023.2,373,120
Mack Thomas,Chairman,"Ruhlamat Automation Technology (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215021,26,"Manufacture of computer, electronic and optical products",26112.3,22701.9,380
Mackenzie Alexander Davin,Independent Director,The9 Limited,Shanghai,Shanghai,201203,82,"Office administrative, office support and other business support activities",10562.4,84273.2,498
Mackenzie Alexander Davin,Independent Director,Mecox Lane Ltd,Shanghai,Shanghai,200233,47,"Retail trade, except of motor vehicles and motorcycles",49609.5,69148.8,1057
MacLellan C. Douglas,Director,Chinanet Online Holdings Inc,Beijing,Beijing,100195,73,Advertising and market research,38897,47430,449
Maerzendorfer Walter,Chairman,Siemens Shanghai Medical Equipment Ltd.,Shanghai,Shanghai,201318,32,Other manufacturing,342573.6,144384.4,800
Mahagitsiri Chalermchai,Non-Executive Director,Sino Grandness Food Industry Group Ltd,Shenzhen,Guangdong,518033,10,Manufacture of food products,457637.8,426682.1,238
Maher Stephen,Director,"Xin Jiang Hops Co., Ltd.",Wulumuqi,Xinjiang,830026,11,Manufacture of beverages,183766.9,217722.5,2437
Mai Haotian,Independent Director,Lvjing Holding Co Ltd,Guangzhou,Guangdong,510610,41,Construction of buildings,9927.5,43658.3,82
Mai Jin,Chairman,"Guangzhou Jiahua South Cement Co., Ltd.",Guangzhou,Guangdong,510435,23,Manufacture of other non-metallic mineral products,30179.1,53936,212
Mai Kancheng,Independent Director,Guangdong Sunwill Precising Plastic,Foshan,Guangdong,528305,27,Manufacture of electrical equipment,240886.1,282658.2,3189
Mai Renzhao,Chairman of the Board,Guangdong Sunwill Precising Plastic,Foshan,Guangdong,528305,27,Manufacture of electrical equipment,240886.1,282658.2,3189
Mai Ruinian,Director,Grandblue Environment Co Ltd,Foshan,Guangdong,528200,35,"Electricity, gas, steam and air conditioning supply",395284.1,1770766,2929
Mai Runguang,Director,"Hop Cheong International Trading (Shenzhen) Co., Ltd.",Shenzhen,Guangdong,518000,46,"Wholesale trade, except of motor vehicles and motorcycles",25474.1,33503.5,25
Mai Shaojun,Director,Hunan Tianrun Enterprises Holding Co Ltd,Yueyang,Hunan,414000,68,Real estate activities,2725.2,19155.3,23
Mai Zhaofeng,Chairman,"Guangzhou Quyuan Food Co., Ltd.",Guangzhou,Guangdong,511455,10,Manufacture of food products,2581.5,6272.6,80
Maier Rudolf,Vice Chairman of the Board,Weifu High-Technology Group Co Ltd,Wuxi,Jiangsu,214028,29,"Manufacture of motor vehicles, trailers and semi-trailers",1031425.1,2336636,5134
Mak Kwok Wing,Independent Non-Executive Director,Century Sage Scientific Holdings Ltd,Beijing,Beijing,101111,62,"Computer programming, consultancy and related activities",121498.2,118318.8,311
Mak Saichak,Independent Director,Sinosun Technology Co Ltd,Shenzhen,Guangdong,518040,62,"Computer programming, consultancy and related activities",29301.9,137742.8,157
Mak Wai Ho,Independent Non-Executive Director,Xinhua Winshare Publishing&Media Co Ltd,Chengdu,Sichuan,610081,47,"Retail trade, except of motor vehicles and motorcycles",855407.9,1436903,8259
Mak Wing Sum,Non-Executive Independent Director,Goldpac Group Ltd,Zhuhai,Guangdong,519070,64,"Financial service activities, except insurance and pension funding",246891.7,373720.3,1773
Mak Yen-Chen,Independent Non-Executive Director,Leader Environmental Technologies Ltd,Changchun,Jilin,130033,38,"Waste collection, treatment and disposal activities; materials recovery",11749.5,90185.2,92
Maki Haruo,Non-Executive Director,Want Want China Holdings Ltd.,Shanghai,Shanghai,201103,10,Manufacture of food products,3775338,4283756,52000
Maloney M. Sean,Independent Non-Executive Director,Semiconductor Manufacturing Int'l,Shanghai,Shanghai,201203,26,"Manufacture of computer, electronic and optical products",1969966,5769379,11385
Mampilly Francis Antony,Independent Non-Executive Director,BYD Electronic (International) Co Ltd,Shenzhen,Guangdong,518118,26,"Manufacture of computer, electronic and optical products",3219044,2714964,70000
Man Weidong,Independent Director,Beijing Sifang Automation Co Ltd,Beijing,Beijing,100085,27,Manufacture of electrical equipment,529813,818525.4,3957
Manabe Masafumi,Director,"Dongfeng Automobile Co., Ltd",Wuhan,Hubei,430056,29,"Manufacture of motor vehicles, trailers and semi-trailers",2835839,3135050,10560
Manfred Mag Steiner,Chairman,"Utec (Suzhou) Sealing Solutions Co.,Ltd.",Suzhou,Jiangsu,215212,20,Manufacture of chemicals and chemical products,10201.8,6042.4,88
Manyongjingzai Null,Chairman,"Jiangsu Ishi Turbo Co., Ltd.",Wuxi,Jiangsu,214000,27,Manufacture of electrical equipment,17480.6,9792.4,100
Mao Chen,Chairman of the Board,Shanghai Chinafortune Co Ltd,Shanghai,Shanghai,200001,41,Construction of buildings,96964.7,589889.1,1156
Mao Chengyu,Non-Executive Director,Tian Ge Interactive Holdings Ltd,Hangzhou,Zhejiang,310005,63,Information service activities,112347.5,364897.6,768
Mao Dongmin,Director,Zhejiang China Light &Textile Industrial,Shaoxing,Zhejiang,312030,68,Real estate activities,131435.9,1159378,1064
Mao Fu Zhen,Independent Director,Gosuncn Technology Group Co Ltd,Guangzhou,Guangdong,510530,26,"Manufacture of computer, electronic and optical products",119679.7,269148.3,1056
Mao Fugen,Independent Director,Xiamen Changelight Co  Ltd,Xiamen,Fujian,361101,26,"Manufacture of computer, electronic and optical products",69205.8,343882.2,1338
Mao George,Independent Director,Viewtran Group Inc,Shenzhen,Guangdong,518057,72,Scientific research and development,86758.1,251080.7,58
Mao Haifeng,Chairman of the Board,"Johnson Controls Automotive System(Kunshan) Co.,Ltd.",Suzhou,Jiangsu,215300,29,"Manufacture of motor vehicles, trailers and semi-trailers",103550.5,58678.1,300
Mao Hong,Independent Director,Gifore Agricultural Machnry Chain Co Ltd,Chengdu,Sichuan,611743,46,"Wholesale trade, except of motor vehicles and motorcycles",632619,381850.1,1978
Mao Hongbin,Director,"Shanghai Haibo Co., Ltd.",Shanghai,Shanghai,200233,49,Land transport and transport via pipelines,734700.4,896063.4,14267
Mao Huiqing,Independent Director,Hainan RuiZe New Building Material Co,Sanya,Hainan,572011,23,Manufacture of other non-metallic mineral products,182004.7,336734.6,1203
Mao Jian,Independent Director,Hunan Shengjingshanhe Bio Tech Co Ltd,Yueyang,Hunan,414000,11,Manufacture of beverages,23373.9,57013.5,110
Mao Jianhong,Chairman of the Board,Zhejiang Southeast Electric Power Co.,Hangzhou,Zhejiang,310007,35,"Electricity, gas, steam and air conditioning supply",1301262,2599356,3416
Mao Jianong,Independent Director,"Yonghui Superstores Co., Ltd",Fuzhou,Fujian,350002,47,"Retail trade, except of motor vehicles and motorcycles",5961297,2496456,73085
